"Town","FIPS","Year","Address 1","Address 2","Address 3","City","Zip","Telephone"
"Essex",900726270,2018,"","29 West Avenue","","Essex",6426,"(860) 767-4340"
"Fairfield",900126620,1996,"Town Hall","611 Old Post Road","","Fairfield",6430,"(203) 256-3030"
"Fairfield",900126620,1999,"Town Hall","611 Old Post Road","","Fairfield",6430,"(203) 256-3030"
"Fairfield",900126620,2002,"Town Hall","611 Old Post Road","","Fairfield",6430,"(203) 256-3030"
"Fairfield",900126620,2006,"Town Hall","611 Old Post Road","","Fairfield",6430,"(203) 256-3030"
"Fairfield",900126620,2011,"Town Hall","611 Old Post Road","","Fairfield",6430,"(203) 256-3030"
"Fairfield",900126620,2018,"Town Hall","611 Old Post Road","","Fairfield",6430,"(203) 256-3030"
"Farmington",900327600,1996,"","1 Monteith Drive","","Farmington",6032,"(860) 673-8219"
"Farmington",900327600,1999,"","1 Monteith Drive","","Farmington",6032,"(860) 673-8219"
"Farmington",900327600,2002,"","1 Monteith Drive","","Farmington",6032,"(860) 673-8219"
"Farmington",900327600,2006,"","1 Monteith Drive","","Farmington",6032,"(860) 675-2350"
"Farmington",900327600,2011,"","1 Monteith Drive","","Farmington",6032,"(860) 675-2350"
"Farmington",900327600,2018,"","1 Monteith Drive","","Farmington",6032,"(860) 675-2350"
"Franklin",901129910,1996,"","7 Meetinghouse Hill","","Franklin",6254,"(860) 642-6055"
"Franklin",901129910,1999,"","7 Meetinghouse Hill","","Franklin",6254,"(860) 642-6055"
"Franklin",901129910,2002,"","7 Meetinghouse Hill","","Franklin",6254,"(860) 642-6055"
"Franklin",901129910,2006,"","7 Meetinghouse Hill","","Franklin",6254,"(860) 642-6055"
"Franklin",901129910,2011,"","7 Meetinghouse Hill","","Franklin",6254,"(860) 642-6055"
"Franklin",901129910,2018,"","7 Meetinghouse Hill","","Franklin",6254,"(860) 642-6055"
"Glastonbury",900331240,1996,"","2155 Main Street","","Glastonbury",6033,"(860) 652-7500"
"Glastonbury",900331240,1999,"","2155 Main Street","","Glastonbury",6033,"(860) 652-7500"
"Glastonbury",900331240,2002,"","2155 Main Street","","Glastonbury",6033,"(860) 652-7500"
"Glastonbury",900331240,2006,"","2155 Main Street","","Glastonbury",6033,"(860) 652-7500"
"Glastonbury",900331240,2011,"","2155 Main Street","","Glastonbury",6033,"(860) 652-7500"
"Glastonbury",900331240,2018,"","2155 Main Street","","Glastonbury",6033,"(860) 652-7500"
"Goshen",900532290,1996,"","P.O. Box 187","","Goshen",6756,"(860) 491-2308"
"Goshen",900532290,1999,"","P.O. Box 187","","Goshen",6756,"(860) 491-2308"
"Goshen",900532290,2002,"","P.O. Box 187","","Goshen",6756,"(860) 491-2308"
"Goshen",900532290,2006,"","P.O. Box 187","","Goshen",6756,"(860) 491-2308"
"Goshen",900532290,2011,"","P.O. Box 187","","Goshen",6756,"(860) 491-2308"
"Goshen",900532290,2018,"","42 North Street","","Goshen",6756,"(860) 491-2308"
"Granby",900332640,1996,"","15 North Granby Road","","Granby",6035,"(860) 653-8950"
"Granby",900332640,1999,"","15 North Granby Road","","Granby",6035,"(860) 653-8950"
"Granby",900332640,2002,"","15 North Granby Road","","Granby",6035,"(860) 653-8950"
"Granby",900332640,2006,"","15 North Granby Road","","Granby",6035,"(860) 653-8950"
"Granby",900332640,2011,"","15 North Granby Road","","Granby",6035,"(860) 653-8950"
"Granby",900332640,2018,"","15 North Granby Road","","Granby",6035,"(860) 653-8950"
"Greenwich",900133620,1996,"","P.O. Box 2540","","Greenwich",6830,"(203) 622-7710"
"Greenwich",900133620,1999,"","P.O. Box 2540","","Greenwich",6830,"(203) 622-7710"
"Greenwich",900133620,2002,"","P.O. Box 2540","","Greenwich",6830,"(203) 622-7710"
"Greenwich",900133620,2006,"","P.O. Box 2540","","Greenwich",6830,"(203) 622-7710"
"Greenwich",900133620,2011,"","P.O. Box 2540","","Greenwich",6830,"(203) 622-7710"
"Greenwich",900133620,2018,"","P.O. Box 2540","","Greenwich",6830,"(203) 622-7710"
"Griswold",901133900,1996,"","32 School Street","","Jewett City",6351,"(860) 376-7061"
"Griswold",901133900,1999,"","32 School Street","","Jewett City",6351,"(860) 376-7061"
"Griswold",901133900,2002,"","32 School Street","","Jewett City",6351,"(860) 376-7061"
"Griswold",901133900,2006,"","32 School Street","","Jewett City",6351,"(860) 376-7061"
"Griswold",901133900,2011,"","32 School Street","","Jewett City",6351,"(860) 376-7061"
"Griswold",901133900,2018,"","32 School Street","","Jewett City",6351,"(860) 376-7061"
"Groton",901134250,1996,"","45 Fort Hill Road","","Groton",6340,"(860) 441-6630"
"Groton",901134250,1999,"","45 Fort Hill Road","","Groton",6340,"(860) 441-6630"
"Groton",901134250,2002,"","45 Fort Hill Road","","Groton",6340,"(860) 441-6630"
"Groton",901134250,2006,"","45 Fort Hill Road","","Groton",6340,"(860) 441-6630"
"Groton",901134250,2011,"","45 Fort Hill Road","","Groton",6340,"(860) 441-6630"
"Groton",901134250,2018,"","45 Fort Hill Road","","Groton",6340,"(860) 441-6630"
"Guilford",900934950,1996,"Town Hall","31 Park Street","","Guilford",6437,"(203) 453-8015"
"Guilford",900934950,1999,"Town Hall","31 Park Street","","Guilford",6437,"(203) 453-8015"
"Guilford",900934950,2002,"Town Hall","31 Park Street","","Guilford",6437,"(203) 453-8015"
"Guilford",900934950,2006,"Town Hall","31 Park Street","","Guilford",6437,"(203) 453-8015"
"Guilford",900934950,2011,"Town Hall","31 Park Street","","Guilford",6437,"(203) 453-8015"
"Guilford",900934950,2018,"Town Hall","31 Park Street","","Guilford",6437,"(203) 453-8015"
"Haddam",900735230,1996,"","30 Field Park Drive","","Haddam",6438,"(860) 345-8531"
"Haddam",900735230,1999,"","30 Field Park Drive","","Haddam",6438,"(860) 345-8531"
"Haddam",900735230,2002,"","30 Field Park Drive","","Haddam",6438,"(860) 345-8531"
"Haddam",900735230,2006,"","30 Field Park Drive","","Haddam",6438,"(860) 345-8531"
"Haddam",900735230,2011,"","30 Field Park Drive","","Haddam",6438,"(860) 345-8531"
"Haddam",900735230,2018,"","30 Field Park Drive","","Haddam",6438,"(860) 345-8531"
"Hamden",900935650,1996,"Town Hall","2372 Whitney Avenue","","Hamden",6518,"(203) 287-2650"
"Hamden",900935650,1999,"Town Hall","2372 Whitney Avenue","","Hamden",6518,"(203) 287-2650"
"Hamden",900935650,2002,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden",6518,"(203) 287-7100"
"Hamden",900935650,2006,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden",6518,"(203) 287-7100"
"Hamden",900935650,2011,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden",6518,"(203) 287-7100"
"Hamden",900935650,2018,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden",6518,"(203) 287-7100"
"Hampton",901536000,1996,"","P.O. Box 143","","Hampton",6247,"(860) 455-9132 "
"Hampton",901536000,1999,"","P.O. Box 143","","Hampton",6247,"(860) 455-9132 "
"Hampton",901536000,2002,"","P.O. Box 143","","Hampton",6247,"(860) 455-9132 "
"Hampton",901536000,2006,"","P.O. Box 143","","Hampton",6247,"(860) 455-9132 "
"Hampton",901536000,2011,"","P.O. Box 143","","Hampton",6247,"(860) 455-9132 "
"Hampton",901536000,2018,"","P.O. Box 143","","Hampton",6247,"(860) 455-9132 "
"Hartford",900337070,1996,"","550 Main Street","","Hartford",6103,"(860) 543-8500"
"Hartford",900337070,1999,"","550 Main Street","","Hartford",6103,"(860) 543-8500"
"Hartford",900337070,2002,"","550 Main Street","","Hartford",6103,"(860) 543-8500"
"Hartford",900337070,2006,"","550 Main Street","","Hartford",6103,"(860) 543-8500"
"Hartford",900337070,2011,"","550 Main Street","","Hartford",6103,"(860) 543-8500"
"Hartford",900337070,2018,"","550 Main Street","","Hartford",6103,"(860) 757-9311"
"Hartland",900337140,1996,"","22 South Road","","East Hartland",6027,"(860) 653-6800"
"Hartland",900337140,1999,"","22 South Road","","East Hartland",6027,"(860) 653-6800"
"Hartland",900337140,2002,"","22 South Road","","East Hartland",6027,"(860) 653-6800"
"Hartland",900337140,2006,"","22 South Road","","East Hartland",6027,"(860) 653-6800"
"Hartland",900337140,2011,"","22 South Road","","East Hartland",6027,"(860) 653-6800"
"Hartland",900337140,2018,"","22 South Road","","East Hartland",6027,"(860) 653-6800"
"Harwinton",900537280,1996,"","100 Bentley Drive","","Harwinton",6791,"(860) 485-9051"
"Harwinton",900537280,1999,"","100 Bentley Drive","","Harwinton",6791,"(860) 485-9051"
"Harwinton",900537280,2002,"","100 Bentley Drive","","Harwinton",6791,"(860) 485-9051"
"Harwinton",900537280,2006,"","100 Bentley Drive","","Harwinton",6791,"(860) 485-9051"
"Harwinton",900537280,2011,"","100 Bentley Drive","","Harwinton",6791,"(860) 485-9051"
"Harwinton",900537280,2018,"","100 Bentley Drive","","Harwinton",6791,"(860) 485-9051"
"Hebron",901337910,1996,"","P.O. Box 156","","Hebron",6248,"(860) 228-5971 "
"Hebron",901337910,1999,"","P.O. Box 156","","Hebron",6248,"(860) 228-5971 "
"Hebron",901337910,2002,"","P.O. Box 156","","Hebron",6248,"(860) 228-5971 "
"Hebron",901337910,2006,"","P.O. Box 156","","Hebron",6248,"(860) 228-5971 "
"Hebron",901337910,2011,"","P.O. Box 156","","Hebron",6248,"(860) 228-5971 "
"Hebron",901337910,2018,"","15 Gilead Street","","Hebron",6248,"(860) 228-5971 "
"Kent",900540290,1996,"","P.O. Box 678","","Kent",6757,"(860) 927-4627"
"Kent",900540290,1999,"","P.O. Box 678","","Kent",6757,"(860) 927-4627"
"Kent",900540290,2002,"","P.O. Box 678","","Kent",6757,"(860) 927-4627"
"Kent",900540290,2006,"","P.O. Box 678","","Kent",6757,"(860) 927-4627"
"Kent",900540290,2011,"","P.O. Box 678","","Kent",6757,"(860) 927-4627"
"Kent",900540290,2018,"","P.O. Box 678","","Kent",6757,"(860) 927-4627"
"Killingly",901540500,1996,"","P.O. Box 6000","","Danielson",6239,"(860) 779-5334"
"Killingly",901540500,1999,"","P.O. Box 6000","","Danielson",6239,"(860) 779-5334"
"Killingly",901540500,2002,"","P.O. Box 6000","","Danielson",6239,"(860) 779-5334"
"Killingly",901540500,2006,"","P.O. Box 6000","","Danielson",6239,"(860) 779-5334"
"Killingly",901540500,2011,"","P.O. Box 6000","","Danielson",6239,"(860) 779-5334"
"Killingly",901540500,2018,"","172 Main Street","","Killingly",6239,"(860) 779-5334"
"Killingworth",900740710,1996,"","323 Route 81","","Killingworth",6419,"(860) 663-1765"
"Killingworth",900740710,1999,"","323 Route 81","","Killingworth",6419,"(860) 663-1765"
"Killingworth",900740710,2002,"","323 Route 81","","Killingworth",6419,"(860) 663-1765"
"Killingworth",900740710,2006,"","323 Route 81","","Killingworth",6419,"(860) 663-1765"
"Killingworth",900740710,2011,"","323 Route 81","","Killingworth",6419,"(860) 663-1765"
"Killingworth",900740710,2018,"","323 Route 81","","Killingworth",6419,"(860) 663-1765"
"Lebanon",901142390,1996,"","579 Exeter Road","","Lebanon",6249,"(860) 642-6100"
"Lebanon",901142390,1999,"","579 Exeter Road","","Lebanon",6249,"(860) 642-6100"
"Lebanon",901142390,2002,"","579 Exeter Road","","Lebanon",6249,"(860) 642-6100"
"Lebanon",901142390,2006,"","579 Exeter Road","","Lebanon",6249,"(860) 642-6100"
"Lebanon",901142390,2011,"","579 Exeter Road","","Lebanon",6249,"(860) 642-6100"
"Lebanon",901142390,2018,"","579 Exeter Road","","Lebanon",6249,"(860) 642-2006"
"Ledyard",901142600,1996,"","741 Colonel Street","","Ledyard",6339,"(860) 464-8740 "
"Ledyard",901142600,1999,"","741 Colonel Street","","Ledyard",6339,"(860) 464-8740 "
"Ledyard",901142600,2002,"","741 Colonel Street","","Ledyard",6339,"(860) 464-8740 "
"Ledyard",901142600,2006,"","741 Colonel Street","","Ledyard",6339,"(860) 464-8740 "
"Ledyard",901142600,2011,"","741 Colonel Street","","Ledyard",6339,"(860) 464-8740 "
"Ledyard",901142600,2018,"","741 Colonel Ledyard Hwy","","Ledyard",6339,"(860) 464-8740 "
"Lisbon",901143230,1996,"","1 Newent Road","","Lisbon",6351,"(860) 376-3400"
"Lisbon",901143230,1999,"","1 Newent Road","","Lisbon",6351,"(860) 376-3400"
"Lisbon",901143230,2002,"","1 Newent Road","","Lisbon",6351,"(860) 376-3400"
"Lisbon",901143230,2006,"","1 Newent Road","","Lisbon",6351,"(860) 376-3400"
"Lisbon",901143230,2011,"","1 Newent Road","","Lisbon",6351,"(860) 376-3400"
"Lisbon",901143230,2018,"","1 Newent Road","","Lisbon",6351,"(860) 376-3400"
"Litchfield",900543370,1996,"","P.O. Box 488","","Litchfield",6759,"(860) 567-7550"
"Litchfield",900543370,1999,"","P.O. Box 488","","Litchfield",6759,"(860) 567-7550"
"Litchfield",900543370,2002,"","P.O. Box 488","","Litchfield",6759,"(860) 567-7550"
"Litchfield",900543370,2006,"","P.O. Box 488","","Litchfield",6759,"(860) 567-7550"
"Litchfield",900543370,2011,"","P.O. Box 488","","Litchfield",6759,"(860) 567-7550"
"Litchfield",900543370,2018,"","P.O. Box 488","","Litchfield",6759,"(860) 567-7550"
"Lyme",901144210,1996,"","480 Hamburg Road","","Lyme",6371,"(860) 434-7733"
"Lyme",901144210,1999,"","480 Hamburg Road","","Lyme",6371,"(860) 434-7733"
"Lyme",901144210,2002,"","480 Hamburg Road","","Lyme",6371,"(860) 434-7733"
"Lyme",901144210,2006,"","480 Hamburg Road","","Lyme",6371,"(860) 434-7733"
"Lyme",901144210,2011,"","480 Hamburg Road","","Lyme",6371,"(860) 434-7733"
"Lyme",901144210,2018,"","480 Hamburg Road","","Lyme",6371,"(860) 434-7733"
"Madison",900944560,1996,"Town Hall","8 Campus Drive","","Madison",6443,"(203) 245-5602"
"Madison",900944560,1999,"Town Hall","8 Campus Drive","","Madison",6443,"(203) 245-5602"
"Madison",900944560,2002,"Town Hall","8 Campus Drive","","Madison",6443,"(203) 245-5602"
"Madison",900944560,2006,"Town Hall","8 Campus Drive","","Madison",6443,"(203) 245-5602"
"Madison",900944560,2011,"Town Hall","8 Campus Drive","","Madison",6443,"(203) 245-5602"
"Madison",900944560,2018,"Town Hall","8 Campus Drive","","Madison",6443,"(203) 245-5602"
"Manchester",900344700,1996,"","P.O. Box 191","","Manchester",6045,"(860) 647-3123"
"Manchester",900344700,1999,"","P.O. Box 191","","Manchester",6045,"(860) 647-3123"
"Manchester",900344700,2002,"","P.O. Box 191","","Manchester",6045,"(860) 647-3123"
"Manchester",900344700,2006,"","P.O. Box 191","","Manchester",6045,"(860) 647-3123"
"Manchester",900344700,2011,"","P.O. Box 191","","Manchester",6045,"(860) 647-3123"
"Manchester",900344700,2018,"","P.O. Box 191","","Manchester",6045,"(860) 647-3123"
"Mansfield",901344910,1996,"","4 South Eagleville Road","","Mansfield",6268,"(860) 429-3336"
"Mansfield",901344910,1999,"","4 South Eagleville Road","","Mansfield",6268,"(860) 429-3336"
"Mansfield",901344910,2002,"","4 South Eagleville Road","","Mansfield",6268,"(860) 429-3336"
"Mansfield",901344910,2006,"","4 South Eagleville Road","","Mansfield",6268,"(860) 429-3336"
"Mansfield",901344910,2011,"","4 South Eagleville Road","","Mansfield",6268,"(860) 429-3336"
"Mansfield",901344910,2018,"","4 South Eagleville Road","","Mansfield",6268,"(860) 429-3336"
"Marlborough",900345820,1996,"","P.O. Box 29","","Marlborough",6447,"(860) 295-6204"
"Marlborough",900345820,1999,"","P.O. Box 29","","Marlborough",6447,"(860) 295-6204"
"Marlborough",900345820,2002,"","P.O. Box 29","","Marlborough",6447,"(860) 295-6204"
"Marlborough",900345820,2006,"","P.O. Box 29","","Marlborough",6447,"(860) 295-6204"
"Marlborough",900345820,2011,"","P.O. Box 29","","Marlborough",6447,"(860) 295-6204"
"Marlborough",900345820,2018,"","P.O. Box 29","","Marlborough",6447,"(860) 295-6204"
"Meriden",900946520,1996,"City Hall","142 East Main Street","","Meriden",6450,"(203) 630-4125"
"Meriden",900946520,1999,"City Hall","142 East Main Street","","Meriden",6450,"(203) 630-4125"
"Meriden",900946520,2002,"City Hall","142 East Main Street","","Meriden",6450,"(203) 630-4125"
"Meriden",900946520,2006,"City Hall","142 East Main Street","","Meriden",6450,"(203) 630-4125"
"Meriden",900946520,2011,"City Hall","142 East Main Street","","Meriden",6450,"(203) 630-4125"
"Meriden",900946520,2018,"City Hall","142 East Main Street","","Meriden",6450,"(203) 630-4125"
"Middlebury",900946940,1996,"","P.O. Box 392","","Middlebury",6762,"(203) 758-2439"
"Middlebury",900946940,1999,"","P.O. Box 392","","Middlebury",6762,"(203) 758-2439"
"Middlebury",900946940,2002,"","P.O. Box 392","","Middlebury",6762,"(203) 758-2439"
"Middlebury",900946940,2006,"","P.O. Box 392","","Middlebury",6762,"(203) 758-2439"
"Middlebury",900946940,2011,"","P.O. Box 392","","Middlebury",6762,"(203) 758-2439"
"Middlebury",900946940,2018,"","1212 Whittemore Road","","Middlebury",6762,"(203) 758-2439"
"Middlefield",900747080,1996,"","P.O. Box 179","","Middlefield",6455,"(860) 349-7114"
"Middlefield",900747080,1999,"","P.O. Box 179","","Middlefield",6455,"(860) 349-7114"
"Middlefield",900747080,2002,"","P.O. Box 179","","Middlefield",6455,"(860) 349-7114"
"Middlefield",900747080,2006,"","P.O. Box 179","","Middlefield",6455,"(860) 349-7114"
"Middlefield",900747080,2011,"","P.O. Box 179","","Middlefield",6455,"(860) 349-7114"
"Middlefield",900747080,2018,"","P.O. Box 179","","Middlefield",6455,"(860) 349-7114"
"Middletown",900747360,1996,"","P.O. Box 1300","","Middletown",6457,"(860) 344-3401"
"Middletown",900747360,1999,"","P.O. Box 1300","","Middletown",6457,"(860) 344-3401"
"Middletown",900747360,2002,"","P.O. Box 1300","","Middletown",6457,"(860) 344-3401"
"Middletown",900747360,2006,"","P.O. Box 1300","","Middletown",6457,"(860) 344-3401"
"Middletown",900747360,2011,"","P.O. Box 1300","","Middletown",6457,"(860) 344-3401"
"Middletown",900747360,2018,"","P.O. Box 1300","","Middletown",6457,"(860) 344-3401"
"Milford",900947535,1996,"City Hall","70 West River Street","","Milford",6460,"(203) 783-3201"
"Milford",900947535,1999,"City Hall","70 West River Street","","Milford",6460,"(203) 783-3201"
"Milford",900947535,2002,"City Hall","110 River Street","","Milford",6460,"(203) 783-3201"
"Milford",900947535,2006,"City Hall","110 River Street","","Milford",6460,"(203) 783-3201"
"Milford",900947535,2011,"City Hall","110 River Street","","Milford",6460,"(203) 783-3201"
"Milford",900947535,2018,"City Hall","70 West River St.","","Milford",6460,"(203) 783-3215"
"Monroe",900148620,1996,"Town Hall","7 Fan Hill Road","","Monroe",6468,"(203) 452-5421"
"Monroe",900148620,1999,"Town Hall","7 Fan Hill Road","","Monroe",6468,"(203) 452-5421"
"Monroe",900148620,2002,"Town Hall","7 Fan Hill Road","","Monroe",6468,"(203) 452-5421"
"Monroe",900148620,2006,"Town Hall","7 Fan Hill Road","","Monroe",6468,"(203) 452-5421"
"Monroe",900148620,2011,"Town Hall","7 Fan Hill Road","","Monroe",6468,"(203) 452-5421"
"Monroe",900148620,2018,"Town Hall","7 Fan Hill Road","","Monroe",6468,"(203) 452-5421"
"Montville",901148900,1996,"","310 Norwich-New London Turnpike","","Uncasville",6382,"(860) 848-3030"
"Montville",901148900,1999,"","310 Norwich-New London Turnpike","","Uncasville",6382,"(860) 848-3030"
"Montville",901148900,2002,"","310 Norwich-New London Turnpike","","Uncasville",6382,"(860) 848-3030"
"Montville",901148900,2006,"","310 Norwich-New London Turnpike","","Uncasville",6382,"(860) 848-3030"
"Montville",901148900,2011,"","310 Norwich-New London Turnpike","","Uncasville",6382,"(860) 848-3030"
"Montville",901148900,2018,"","310 Norwich-New London Turnpike","","Uncasville",6382,"(860) 848-3030"
"Morris",900549460,1996,"","3 East Street P.O. Box 66","","Morris",6763,"(860) 567-7430"
"Morris",900549460,1999,"","3 East Street P.O. Box 66","","Morris",6763,"(860) 567-7430"
"Morris",900549460,2002,"","3 East Street P.O. Box 66","","Morris",6763,"(860) 567-7430"
"Morris",900549460,2006,"","3 East Street P.O. Box 66","","Morris",6763,"(860) 567-7430"
"Morris",900549460,2011,"","3 East Street P.O. Box 66","","Morris",6763,"(860) 567-7430"
"Morris",900549460,2018,"","3 East Street P.O. Box 66","","Morris",6763,"(860) 567-7430"
"Naugatuck",900949950,1996,"","229 Church Street","","Naugatuck",6770,"(203) 720-7007"
"Naugatuck",900949950,1999,"","229 Church Street","","Naugatuck",6770,"(203) 720-7007"
"Naugatuck",900949950,2002,"","229 Church Street","","Naugatuck",6770,"(203) 720-7007"
"Naugatuck",900949950,2006,"","229 Church Street","","Naugatuck",6770,"(203) 720-7007"
"Naugatuck",900949950,2011,"","229 Church Street","","Naugatuck",6770,"(203) 720-7007"
"Naugatuck",900949950,2018,"","229 Church Street","","Naugatuck",6770,"(203) 720-7007"
"New Britain",900350440,1996,"","27 West Main Street","","New Britain",6051,"(860) 826-3303"
"New Britain",900350440,1999,"","27 West Main Street","","New Britain",6051,"(860) 826-3303"
"New Britain",900350440,2002,"","27 West Main Street","","New Britain",6051,"(860) 826-3303"
"New Britain",900350440,2006,"","27 West Main Street","","New Britain",6051,"(860) 826-3303"
"New Britain",900350440,2011,"","27 West Main Street","","New Britain",6051,"(860) 826-3303"
"New Britain",900350440,2018,"","27 West Main Street","","New Britain",6051,"(860) 826-3303"
"New Canaan",900150580,1996,"","77 Main Street","","New Canaan",6840,"(203) 972-2311"
"New Canaan",900150580,1999,"","77 Main Street","","New Canaan",6840,"(203) 972-2311"
"New Canaan",900150580,2002,"","77 Main Street","","New Canaan",6840,"(203) 972-2311"
"New Canaan",900150580,2006,"","77 Main Street","","New Canaan",6840,"(203) 972-2311"
"New Canaan",900150580,2011,"","77 Main Street","","New Canaan",6840,"(203) 594-3000"
"New Canaan",900150580,2018,"","77 Main Street","","New Canaan",6840,"(203) 594-3000"
"New Fairfield",900150860,1996,"","4 Brush Hill Road","","New Fairfield",6812,"(203) 746-8101"
"New Fairfield",900150860,1999,"","4 Brush Hill Road","","New Fairfield",6812,"(203) 746-8101"
"New Fairfield",900150860,2002,"","4 Brush Hill Road","","New Fairfield",6812,"(203) 746-8101"
"New Fairfield",900150860,2006,"","4 Brush Hill Road","","New Fairfield",6812,"(203) 746-8101"
"New Fairfield",900150860,2011,"","4 Brush Hill Road","","New Fairfield",6812,"(203) 746-8101"
"New Fairfield",900150860,2018,"","4 Brush Hill Road","","New Fairfield",6812,"(203) 746-8101"
"New Hartford",900551350,1996,"","P.O. Box 316","","New Hartford",6057,"(860) 379-3389"
"New Hartford",900551350,1999,"","P.O. Box 316","","New Hartford",6057,"(860) 379-3389"
"New Hartford",900551350,2002,"","P.O. Box 316","","New Hartford",6057,"(860) 379-3389"
"New Hartford",900551350,2006,"","P.O. Box 316","","New Hartford",6057,"(860) 379-3389"
"New Hartford",900551350,2011,"","P.O. Box 316","","New Hartford",6057,"(860) 379-3389"
"New Hartford",900551350,2018,"","P.O. Box 316","","New Hartford",6057,"(860) 379-3389"
"New Haven",900952070,1996,"City Hall","165 Church Street","","New Haven",6510,"(203) 946-8200"
"New Haven",900952070,1999,"City Hall","165 Church Street","","New Haven",6510,"(203) 946-8200"
"New Haven",900952070,2002,"City Hall","165 Church Street","","New Haven",6510,"(203) 946-8200"
"New Haven",900952070,2006,"City Hall","165 Church Street","","New Haven",6510,"(203) 946-8200"
"New Haven",900952070,2011,"City Hall","165 Church Street","","New Haven",6510,"(203) 946-8200"
"New Haven",900952070,2018,"City Hall","165 Church Street","","New Haven",6510,"(203) 946-8200"
"Newington",900352140,1996,"","131 Cedar Street","","Newington",6111,"(860) 665-8510"
"Newington",900352140,1999,"","131 Cedar Street","","Newington",6111,"(860) 665-8510"
"Newington",900352140,2002,"","131 Cedar Street","","Newington",6111,"(860) 665-8510"
"Newington",900352140,2006,"","131 Cedar Street","","Newington",6111,"(860) 665-8510"
"Newington",900352140,2011,"","131 Cedar Street","","Newington",6111,"(860) 665-8510"
"Newington",900352140,2018,"","131 Cedar Street","","Newington",6111,"(860) 665-8510"
"New London",901152350,1996,"","181 State Street","","New London",6320,"(860) 447-5201"
"New London",901152350,1999,"","181 State Street","","New London",6320,"(860) 447-5201"
"New London",901152350,2002,"","181 State Street","","New London",6320,"(860) 447-5201"
"New London",901152350,2006,"","181 State Street","","New London",6320,"(860) 447-5201"
"New London",901152350,2011,"","181 State Street","","New London",6320,"(860) 447-5201"
"New London",901152350,2018,"","181 State Street","","New London",6320,"(860) 447-5201"
"New Milford",900552630,1996,"","10 Main Street","","New Milford",6776,"(860) 355-6000"
"New Milford",900552630,1999,"","10 Main Street","","New Milford",6776,"(860) 355-6000"
"New Milford",900552630,2002,"","10 Main Street","","New Milford",6776,"(860) 355-6000"
"New Milford",900552630,2006,"","10 Main Street","","New Milford",6776,"(860) 355-6000"
"New Milford",900552630,2011,"","10 Main Street","","New Milford",6776,"(860) 355-6000"
"New Milford",900552630,2018,"","10 Main Street","","New Milford",6776,"(860) 355-6000"
"Newtown",900152980,1996,"","45 Main Street","","Newtown",6470,"(203) 270-4201"
"Newtown",900152980,1999,"","45 Main Street","","Newtown",6470,"(203) 270-4201"
"Newtown",900152980,2002,"","45 Main Street","","Newtown",6470,"(203) 270-4201"
"Newtown",900152980,2006,"","45 Main Street","","Newtown",6470,"(203) 270-4201"
"Newtown",900152980,2011,"Municipal Center","3 Primrose St","","Newtown",6470,"(203) 270-4210"
"Newtown",900152980,2018,"Municipal Center","3 Primrose St","","Newtown",6470,"(203) 270-4210"
"Norfolk",900553470,1996,"","P. O. Box 592","","Norfolk",6058,"(860) 542-5829"
"Norfolk",900553470,1999,"","P. O. Box 592","","Norfolk",6058,"(860) 542-5829"
"Norfolk",900553470,2002,"","P. O. Box 592","","Norfolk",6058,"(860) 542-5829"
"Norfolk",900553470,2006,"","P. O. Box 592","","Norfolk",6058,"(860) 542-5829"
"Norfolk",900553470,2011,"","P. O. Box 592","","Norfolk",6058,"(860) 542-5829"
"Norfolk",900553470,2018,"Town Hall","19 Maple Avenue","P. O. Box 592","Norfolk",6058,"(860) 542-5829"
"North Branford",900953890,1996,"Town Hall","P.O. Box 287","","North Branford",6471,"(203) 315-6015"
"North Branford",900953890,1999,"Town Hall","P.O. Box 287","","North Branford",6471,"(203) 315-6000"
"North Branford",900953890,2002,"Town Hall","P.O. Box 287","","North Branford",6471,"(203) 315-6000"
"North Branford",900953890,2006,"Town Hall","P.O. Box 287","","North Branford",6471,"(203) 315-6000"
"North Branford",900953890,2011,"Town Hall","909 Foxon Rd","","North Branford",6471,"(203) 484-6000"
"North Branford",900953890,2018,"Town Hall","909 Foxon Rd","","North Branford",6471,"(203) 484-6000"
"North Canaan",900554030,1996,"","P.O. Box 876","","North Canaan",6018,"(860) 824-7313"
"North Canaan",900554030,1999,"","P.O. Box 876","","North Canaan",6018,"(860) 824-7313"
"North Canaan",900554030,2002,"","P.O. Box 876","","North Canaan",6018,"(860) 824-7313"
"North Canaan",900554030,2006,"","P.O. Box 876","","North Canaan",6018,"(860) 824-7313"
"North Canaan",900554030,2011,"","P.O. Box 876","","North Canaan",6018,"(860) 824-7313"
"North Canaan",900554030,2018,"","100 Pease Street","","North Canaan",6018,"(860) 824-7313"
"North Haven",900954870,1996,"Town Hall","18 Church Street","","North Haven",6473,"(203) 239 5321 "
"North Haven",900954870,1999,"Town Hall","18 Church Street","","North Haven",6473,"(203) 239 5321 "
"North Haven",900954870,2002,"Town Hall","18 Church Street","","North Haven",6473,"(203) 239 5321"
"North Haven",900954870,2006,"Town Hall","18 Church Street","","North Haven",6473,"(203) 239 5321"
