"Town","FIPS","Year","Address 1","Address 2","Address 3","City","Zip","Telephone"
"Haddam","0900735230",1996,"","30 Field Park Drive","","Haddam","06438","(860) 345-8531"
"Haddam","0900735230",1999,"","30 Field Park Drive","","Haddam","06438","(860) 345-8531"
"Haddam","0900735230",2002,"","30 Field Park Drive","","Haddam","06438","(860) 345-8531"
"Haddam","0900735230",2006,"","30 Field Park Drive","","Haddam","06438","(860) 345-8531"
"Haddam","0900735230",2011,"","30 Field Park Drive","","Haddam","06438","(860) 345-8531"
"Hamden","0900935650",1996,"Town Hall","2372 Whitney Avenue","","Hamden","06518","(203) 287-2650"
"Hamden","0900935650",1999,"Town Hall","2372 Whitney Avenue","","Hamden","06518","(203) 287-2650"
"Hamden","0900935650",2002,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden","06518","(203) 287-7100"
"Hamden","0900935650",2006,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden","06518","(203) 287-7100"
"Hamden","0900935650",2011,"Hamden Gov't Center","2750 Dixwell Avenue","","Hamden","06518","(203) 287-7100"
"Hampton","0901536000",1996,"","P.O. Box 143","","Hampton","06247","(860) 455-9132 "
"Hampton","0901536000",1999,"","P.O. Box 143","","Hampton","06247","(860) 455-9132 "
"Hampton","0901536000",2002,"","P.O. Box 143","","Hampton","06247","(860) 455-9132 "
"Hampton","0901536000",2006,"","P.O. Box 143","","Hampton","06247","(860) 455-9132 "
"Hampton","0901536000",2011,"","P.O. Box 143","","Hampton","06247","(860) 455-9132 "
"Hartford","0900337070",1996,"","550 Main Street","","Hartford","06103","(860) 543-8500"
"Hartford","0900337070",1999,"","550 Main Street","","Hartford","06103","(860) 543-8500"
"Hartford","0900337070",2002,"","550 Main Street","","Hartford","06103","(860) 543-8500"
"Hartford","0900337070",2006,"","550 Main Street","","Hartford","06103","(860) 543-8500"
"Hartford","0900337070",2011,"","550 Main Street","","Hartford","06103","(860) 543-8500"
"Hartland","0900337140",1996,"","22 South Road","","East Hartland","06027","(860) 653-6800"
"Hartland","0900337140",1999,"","22 South Road","","East Hartland","06027","(860) 653-6800"
"Hartland","0900337140",2002,"","22 South Road","","East Hartland","06027","(860) 653-6800"
"Hartland","0900337140",2006,"","22 South Road","","East Hartland","06027","(860) 653-6800"
"Hartland","0900337140",2011,"","22 South Road","","East Hartland","06027","(860) 653-6800"
"Harwinton","0900537280",1996,"","100 Bentley Drive","","Harwinton","06791","(860) 485-9051"
"Harwinton","0900537280",1999,"","100 Bentley Drive","","Harwinton","06791","(860) 485-9051"
"Harwinton","0900537280",2002,"","100 Bentley Drive","","Harwinton","06791","(860) 485-9051"
"Harwinton","0900537280",2006,"","100 Bentley Drive","","Harwinton","06791","(860) 485-9051"
"Harwinton","0900537280",2011,"","100 Bentley Drive","","Harwinton","06791","(860) 485-9051"
"Hebron","0901337910",1996,"","P.O. Box 156","","Hebron","06248","(860) 228-5971 "
"Hebron","0901337910",1999,"","P.O. Box 156","","Hebron","06248","(860) 228-5971 "
"Hebron","0901337910",2002,"","P.O. Box 156","","Hebron","06248","(860) 228-5971 "
"Hebron","0901337910",2006,"","P.O. Box 156","","Hebron","06248","(860) 228-5971 "
"Hebron","0901337910",2011,"","P.O. Box 156","","Hebron","06248","(860) 228-5971 "
"Kent","0900540290",1996,"","P.O. Box 678","","Kent","06757","(860) 927-4627"
"Kent","0900540290",1999,"","P.O. Box 678","","Kent","06757","(860) 927-4627"
"Kent","0900540290",2002,"","P.O. Box 678","","Kent","06757","(860) 927-4627"
"Kent","0900540290",2006,"","P.O. Box 678","","Kent","06757","(860) 927-4627"
"Kent","0900540290",2011,"","P.O. Box 678","","Kent","06757","(860) 927-4627"
"Killingly","0901540500",1996,"","P.O. Box 6000","","Danielson","06239","(860) 779-5334"
"Killingly","0901540500",1999,"","P.O. Box 6000","","Danielson","06239","(860) 779-5334"
"Killingly","0901540500",2002,"","P.O. Box 6000","","Danielson","06239","(860) 779-5334"
"Killingly","0901540500",2006,"","P.O. Box 6000","","Danielson","06239","(860) 779-5334"
"Killingly","0901540500",2011,"","P.O. Box 6000","","Danielson","06239","(860) 779-5334"
"Killingworth","0900740710",1996,"","323 Route 81","","Killingworth","06419","(860) 663-1765"
"Killingworth","0900740710",1999,"","323 Route 81","","Killingworth","06419","(860) 663-1765"
"Killingworth","0900740710",2002,"","323 Route 81","","Killingworth","06419","(860) 663-1765"
"Killingworth","0900740710",2006,"","323 Route 81","","Killingworth","06419","(860) 663-1765"
"Killingworth","0900740710",2011,"","323 Route 81","","Killingworth","06419","(860) 663-1765"
"Lebanon","0901142390",1996,"","579 Exeter Road","","Lebanon","06249","(860) 642-6100"
"Lebanon","0901142390",1999,"","579 Exeter Road","","Lebanon","06249","(860) 642-6100"
"Lebanon","0901142390",2002,"","579 Exeter Road","","Lebanon","06249","(860) 642-6100"
"Lebanon","0901142390",2006,"","579 Exeter Road","","Lebanon","06249","(860) 642-6100"
"Lebanon","0901142390",2011,"","579 Exeter Road","","Lebanon","06249","(860) 642-6100"
"Ledyard","0901142600",1996,"","741 Colonel Street","","Ledyard","06339","(860) 464-8740 "
"Ledyard","0901142600",1999,"","741 Colonel Street","","Ledyard","06339","(860) 464-8740 "
"Ledyard","0901142600",2002,"","741 Colonel Street","","Ledyard","06339","(860) 464-8740 "
"Ledyard","0901142600",2006,"","741 Colonel Street","","Ledyard","06339","(860) 464-8740 "
"Ledyard","0901142600",2011,"","741 Colonel Street","","Ledyard","06339","(860) 464-8740 "
"Lisbon","0901143230",1996,"","1 Newent Road","","Lisbon","06351","(860) 376-3400"
"Lisbon","0901143230",1999,"","1 Newent Road","","Lisbon","06351","(860) 376-3400"
"Lisbon","0901143230",2002,"","1 Newent Road","","Lisbon","06351","(860) 376-3400"
"Lisbon","0901143230",2006,"","1 Newent Road","","Lisbon","06351","(860) 376-3400"
"Lisbon","0901143230",2011,"","1 Newent Road","","Lisbon","06351","(860) 376-3400"
"Litchfield","0900543370",1996,"","P.O. Box 488","","Litchfield","06759","(860) 567-7550"
"Litchfield","0900543370",1999,"","P.O. Box 488","","Litchfield","06759","(860) 567-7550"
"Litchfield","0900543370",2002,"","P.O. Box 488","","Litchfield","06759","(860) 567-7550"
"Litchfield","0900543370",2006,"","P.O. Box 488","","Litchfield","06759","(860) 567-7550"
"Litchfield","0900543370",2011,"","P.O. Box 488","","Litchfield","06759","(860) 567-7550"
"Lyme","0901144210",1996,"","480 Hamburg Road","","Lyme","06371","(860) 434-7733"
"Lyme","0901144210",1999,"","480 Hamburg Road","","Lyme","06371","(860) 434-7733"
"Lyme","0901144210",2002,"","480 Hamburg Road","","Lyme","06371","(860) 434-7733"
"Lyme","0901144210",2006,"","480 Hamburg Road","","Lyme","06371","(860) 434-7733"
"Lyme","0901144210",2011,"","480 Hamburg Road","","Lyme","06371","(860) 434-7733"
"Madison","0900944560",1996,"Town Hall","8 Campus Drive","","Madison","06443","(203) 245-5602"
"Madison","0900944560",1999,"Town Hall","8 Campus Drive","","Madison","06443","(203) 245-5602"
"Madison","0900944560",2002,"Town Hall","8 Campus Drive","","Madison","06443","(203) 245-5602"
"Madison","0900944560",2006,"Town Hall","8 Campus Drive","","Madison","06443","(203) 245-5602"
"Madison","0900944560",2011,"Town Hall","8 Campus Drive","","Madison","06443","(203) 245-5602"
"Manchester","0900344700",1996,"","P.O. Box 191","","Manchester","06045","(860) 647-3123"
"Manchester","0900344700",1999,"","P.O. Box 191","","Manchester","06045","(860) 647-3123"
"Manchester","0900344700",2002,"","P.O. Box 191","","Manchester","06045","(860) 647-3123"
"Manchester","0900344700",2006,"","P.O. Box 191","","Manchester","06045","(860) 647-3123"
"Manchester","0900344700",2011,"","P.O. Box 191","","Manchester","06045","(860) 647-3123"
"Mansfield","0901344910",1996,"","4 South Eagleville Road","","Mansfield","06268","(860) 429-3336"
"Mansfield","0901344910",1999,"","4 South Eagleville Road","","Mansfield","06268","(860) 429-3336"
"Mansfield","0901344910",2002,"","4 South Eagleville Road","","Mansfield","06268","(860) 429-3336"
"Mansfield","0901344910",2006,"","4 South Eagleville Road","","Mansfield","06268","(860) 429-3336"
"Mansfield","0901344910",2011,"","4 South Eagleville Road","","Mansfield","06268","(860) 429-3336"
"Marlborough","0900345820",1996,"","P.O. Box 29","","Marlborough","06447","(860) 295-6204"
"Marlborough","0900345820",1999,"","P.O. Box 29","","Marlborough","06447","(860) 295-6204"
"Marlborough","0900345820",2002,"","P.O. Box 29","","Marlborough","06447","(860) 295-6204"
"Marlborough","0900345820",2006,"","P.O. Box 29","","Marlborough","06447","(860) 295-6204"
"Marlborough","0900345820",2011,"","P.O. Box 29","","Marlborough","06447","(860) 295-6204"
"Meriden","0900946520",1996,"City Hall","142 East Main Street","","Meriden","06450","(203) 630-4125"
"Meriden","0900946520",1999,"City Hall","142 East Main Street","","Meriden","06450","(203) 630-4125"
"Meriden","0900946520",2002,"City Hall","142 East Main Street","","Meriden","06450","(203) 630-4125"
"Meriden","0900946520",2006,"City Hall","142 East Main Street","","Meriden","06450","(203) 630-4125"
"Meriden","0900946520",2011,"City Hall","142 East Main Street","","Meriden","06450","(203) 630-4125"
"Middlebury","0900946940",1996,"","P.O. Box 392","","Middlebury","06762","(203) 758-2439"
"Middlebury","0900946940",1999,"","P.O. Box 392","","Middlebury","06762","(203) 758-2439"
"Middlebury","0900946940",2002,"","P.O. Box 392","","Middlebury","06762","(203) 758-2439"
"Middlebury","0900946940",2006,"","P.O. Box 392","","Middlebury","06762","(203) 758-2439"
"Middlebury","0900946940",2011,"","P.O. Box 392","","Middlebury","06762","(203) 758-2439"
"Middlefield","0900747080",1996,"","P.O. Box 179","","Middlefield","06455","(860) 349-7114"
"Middlefield","0900747080",1999,"","P.O. Box 179","","Middlefield","06455","(860) 349-7114"
"Middlefield","0900747080",2002,"","P.O. Box 179","","Middlefield","06455","(860) 349-7114"
"Middlefield","0900747080",2006,"","P.O. Box 179","","Middlefield","06455","(860) 349-7114"
"Middlefield","0900747080",2011,"","P.O. Box 179","","Middlefield","06455","(860) 349-7114"
"Middletown","0900747360",1996,"","P.O. Box 1300","","Middletown","06457","(860) 344-3401"
"Middletown","0900747360",1999,"","P.O. Box 1300","","Middletown","06457","(860) 344-3401"
"Middletown","0900747360",2002,"","P.O. Box 1300","","Middletown","06457","(860) 344-3401"
"Middletown","0900747360",2006,"","P.O. Box 1300","","Middletown","06457","(860) 344-3401"
"Middletown","0900747360",2011,"","P.O. Box 1300","","Middletown","06457","(860) 344-3401"
"Milford","0900947535",1996,"City Hall","70 West River Street","","Milford","06460","(203) 783-3201"
"Milford","0900947535",1999,"City Hall","70 West River Street","","Milford","06460","(203) 783-3201"
"Milford","0900947535",2002,"City Hall","110 River Street","","Milford","06460","(203) 783-3201"
"Milford","0900947535",2006,"City Hall","110 River Street","","Milford","06460","(203) 783-3201"
"Milford","0900947535",2011,"City Hall","110 River Street","","Milford","06460","(203) 783-3201"
"Monroe","0900148620",1996,"Town Hall","7 Fan Hill Road","","Monroe","06468","(203) 452-5421"
"Monroe","0900148620",1999,"Town Hall","7 Fan Hill Road","","Monroe","06468","(203) 452-5421"
"Monroe","0900148620",2002,"Town Hall","7 Fan Hill Road","","Monroe","06468","(203) 452-5421"
"Monroe","0900148620",2006,"Town Hall","7 Fan Hill Road","","Monroe","06468","(203) 452-5421"
"Monroe","0900148620",2011,"Town Hall","7 Fan Hill Road","","Monroe","06468","(203) 452-5421"
"Montville","0901148900",1996,"","310 Norwich-New London Turnpike","","Uncasville","06382","(860) 848-3030"
"Montville","0901148900",1999,"","310 Norwich-New London Turnpike","","Uncasville","06382","(860) 848-3030"
"Montville","0901148900",2002,"","310 Norwich-New London Turnpike","","Uncasville","06382","(860) 848-3030"
"Montville","0901148900",2006,"","310 Norwich-New London Turnpike","","Uncasville","06382","(860) 848-3030"
"Montville","0901148900",2011,"","310 Norwich-New London Turnpike","","Uncasville","06382","(860) 848-3030"
"Morris","0900549460",1996,"","3 East Street P.O. Box 66","","Morris","06763","(860) 567-7430"
"Morris","0900549460",1999,"","3 East Street P.O. Box 66","","Morris","06763","(860) 567-7430"
"Morris","0900549460",2002,"","3 East Street P.O. Box 66","","Morris","06763","(860) 567-7430"
"Morris","0900549460",2006,"","3 East Street P.O. Box 66","","Morris","06763","(860) 567-7430"
"Morris","0900549460",2011,"","3 East Street P.O. Box 66","","Morris","06763","(860) 567-7430"
"Naugatuck","0900949950",1996,"","229 Church Street","","Naugatuck","06770","(203) 720-7007"
"Naugatuck","0900949950",1999,"","229 Church Street","","Naugatuck","06770","(203) 720-7007"
"Naugatuck","0900949950",2002,"","229 Church Street","","Naugatuck","06770","(203) 720-7007"
"Naugatuck","0900949950",2006,"","229 Church Street","","Naugatuck","06770","(203) 720-7007"
"Naugatuck","0900949950",2011,"","229 Church Street","","Naugatuck","06770","(203) 720-7007"
"New Britain","0900350440",1996,"","27 West Main Street","","New Britain","06051","(860) 826-3303"
"New Britain","0900350440",1999,"","27 West Main Street","","New Britain","06051","(860) 826-3303"
"New Britain","0900350440",2002,"","27 West Main Street","","New Britain","06051","(860) 826-3303"
"New Britain","0900350440",2006,"","27 West Main Street","","New Britain","06051","(860) 826-3303"
"New Britain","0900350440",2011,"","27 West Main Street","","New Britain","06051","(860) 826-3303"
"New Canaan","0900150580",1996,"","77 Main Street","","New Canaan","06840","(203) 972-2311"
"New Canaan","0900150580",1999,"","77 Main Street","","New Canaan","06840","(203) 972-2311"
"New Canaan","0900150580",2002,"","77 Main Street","","New Canaan","06840","(203) 972-2311"
"New Canaan","0900150580",2006,"","77 Main Street","","New Canaan","06840","(203) 972-2311"
"New Canaan","0900150580",2011,"","77 Main Street","","New Canaan","06840","(203) 594-3000"
"New Fairfield","0900150860",1996,"","4 Brush Hill Road","","New Fairfield","06812","(203) 746-8101"
"New Fairfield","0900150860",1999,"","4 Brush Hill Road","","New Fairfield","06812","(203) 746-8101"
"New Fairfield","0900150860",2002,"","4 Brush Hill Road","","New Fairfield","06812","(203) 746-8101"
"New Fairfield","0900150860",2006,"","4 Brush Hill Road","","New Fairfield","06812","(203) 746-8101"
"New Fairfield","0900150860",2011,"","4 Brush Hill Road","","New Fairfield","06812","(203) 746-8101"
"New Hartford","0900551350",1996,"","P.O. Box 316","","New Hartford","06057","(860) 379-3389"
"New Hartford","0900551350",1999,"","P.O. Box 316","","New Hartford","06057","(860) 379-3389"
"New Hartford","0900551350",2002,"","P.O. Box 316","","New Hartford","06057","(860) 379-3389"
"New Hartford","0900551350",2006,"","P.O. Box 316","","New Hartford","06057","(860) 379-3389"
"New Hartford","0900551350",2011,"","P.O. Box 316","","New Hartford","06057","(860) 379-3389"
"New Haven","0900952070",1996,"City Hall","165 Church Street","","New Haven","06510","(203) 946-8200"
"New Haven","0900952070",1999,"City Hall","165 Church Street","","New Haven","06510","(203) 946-8200"
"New Haven","0900952070",2002,"City Hall","165 Church Street","","New Haven","06510","(203) 946-8200"
"New Haven","0900952070",2006,"City Hall","165 Church Street","","New Haven","06510","(203) 946-8200"
"New Haven","0900952070",2011,"City Hall","165 Church Street","","New Haven","06510","(203) 946-8200"
"New London","0901152350",1996,"","181 State Street","","New London","06320","(860) 447-5201"
"New London","0901152350",1999,"","181 State Street","","New London","06320","(860) 447-5201"
"New London","0901152350",2002,"","181 State Street","","New London","06320","(860) 447-5201"
"New London","0901152350",2006,"","181 State Street","","New London","06320","(860) 447-5201"
"New London","0901152350",2011,"","181 State Street","","New London","06320","(860) 447-5201"
"New Milford","0900552630",1996,"","10 Main Street","","New Milford","06776","(860) 355-6000"
"New Milford","0900552630",1999,"","10 Main Street","","New Milford","06776","(860) 355-6000"
"New Milford","0900552630",2002,"","10 Main Street","","New Milford","06776","(860) 355-6000"
"New Milford","0900552630",2006,"","10 Main Street","","New Milford","06776","(860) 355-6000"
"New Milford","0900552630",2011,"","10 Main Street","","New Milford","06776","(860) 355-6000"
"Newington","0900352140",1996,"","131 Cedar Street","","Newington","06111","(860) 665-8510"
"Newington","0900352140",1999,"","131 Cedar Street","","Newington","06111","(860) 665-8510"
"Newington","0900352140",2002,"","131 Cedar Street","","Newington","06111","(860) 665-8510"
"Newington","0900352140",2006,"","131 Cedar Street","","Newington","06111","(860) 665-8510"
"Newington","0900352140",2011,"","131 Cedar Street","","Newington","06111","(860) 665-8510"
"Newtown","0900152980",1996,"","45 Main Street","","Newtown","06470","(203) 270-4201"
"Newtown","0900152980",1999,"","45 Main Street","","Newtown","06470","(203) 270-4201"
"Newtown","0900152980",2002,"","45 Main Street","","Newtown","06470","(203) 270-4201"
"Newtown","0900152980",2006,"","45 Main Street","","Newtown","06470","(203) 270-4201"
"Newtown","0900152980",2011,"Municipal Center","3 Primrose St","","Newtown","06470","(203) 270-4210"
"Norfolk","0900553470",1996,"","P. O. Box 592","","Norfolk","06058","(860) 542-5829"
"Norfolk","0900553470",1999,"","P. O. Box 592","","Norfolk","06058","(860) 542-5829"
"Norfolk","0900553470",2002,"","P. O. Box 592","","Norfolk","06058","(860) 542-5829"
"Norfolk","0900553470",2006,"","P. O. Box 592","","Norfolk","06058","(860) 542-5829"
"Norfolk","0900553470",2011,"","P. O. Box 592","","Norfolk","06058","(860) 542-5829"
"North Branford","0900953890",1996,"Town Hall","P.O. Box 287","","North Branford","06471","(203) 315-6015"
"North Branford","0900953890",1999,"Town Hall","P.O. Box 287","","North Branford","06471","(203) 315-6000"
"North Branford","0900953890",2002,"Town Hall","P.O. Box 287","","North Branford","06471","(203) 315-6000"
"North Branford","0900953890",2006,"Town Hall","P.O. Box 287","","North Branford","06471","(203) 315-6000"
"North Branford","0900953890",2011,"Town Hall","909 Foxon Rd","","North Branford","06471","(203) 484-6000"
"North Canaan","0900554030",1996,"","P.O. Box 876","","North Canaan","06018","(860) 824-7313"
"North Canaan","0900554030",1999,"","P.O. Box 876","","North Canaan","06018","(860) 824-7313"
"North Canaan","0900554030",2002,"","P.O. Box 876","","North Canaan","06018","(860) 824-7313"
"North Canaan","0900554030",2006,"","P.O. Box 876","","North Canaan","06018","(860) 824-7313"
"North Canaan","0900554030",2011,"","P.O. Box 876","","North Canaan","06018","(860) 824-7313"
"North Haven","0900954870",1996,"Town Hall","18 Church Street","","North Haven","06473","(203) 239 5321 "
"North Haven","0900954870",1999,"Town Hall","18 Church Street","","North Haven","06473","(203) 239 5321 "
"North Haven","0900954870",2002,"Town Hall","18 Church Street","","North Haven","06473","(203) 239 5321"
"North Haven","0900954870",2006,"Town Hall","18 Church Street","","North Haven","06473","(203) 239 5321"
"North Haven","0900954870",2011,"Town Hall","18 Church Street","","North Haven","06473","(203) 239 5321"
"North Stonington","0901155500",1996,"","40 Main Street","","North Stonington","06359","(860) 535-2877"
"North Stonington","0901155500",1999,"","40 Main Street","","North Stonington","06359","(860) 535-2877"
"North Stonington","0901155500",2002,"","40 Main Street","","North Stonington","06359","(860) 535-2877"
"North Stonington","0901155500",2006,"","40 Main Street","","North Stonington","06359","(860) 535-2877"
"North Stonington","0901155500",2011,"","40 Main Street","","North Stonington","06359","(860) 535-2877"
"Norwalk","0900156060",1996,"","P.O. Box 5125","","Norwalk","06856","(203) 854-7701"
"Norwalk","0900156060",1999,"","P.O. Box 5125","","Norwalk","06856","(203) 854-7701"
"Norwalk","0900156060",2002,"","P.O. Box 5125","","Norwalk","06856","(203) 854-7701"
"Norwalk","0900156060",2006,"","P.O. Box 5125","","Norwalk","06856","(203) 854-7701"
"Norwalk","0900156060",2011,"","P.O. Box 5125","","Norwalk","06856","(203) 854-7701"
"Norwich","0901156270",1996,"","100 Broadway","","Norwich","06360","(860) 823-3750"
"Norwich","0901156270",1999,"","100 Broadway","","Norwich","06360","(860) 823-3750"
"Norwich","0901156270",2002,"","100 Broadway","","Norwich","06360","(860) 823-3750"
"Norwich","0901156270",2006,"","100 Broadway","","Norwich","06360","(860) 823-3750"
"Norwich","0901156270",2011,"","100 Broadway","","Norwich","06360","(860) 823-3750"
"Old Lyme","0901157040",1996,"","P.O. Box 160","","Old Lyme","06371","(860) 434-1605"
"Old Lyme","0901157040",1999,"","P.O. Box 160","","Old Lyme","06371","(860) 434-1605"
"Old Lyme","0901157040",2002,"","P.O. Box 160","","Old Lyme","06371","(860) 434-1605"
"Old Lyme","0901157040",2006,"","P.O. Box 160","","Old Lyme","06371","(860) 434-1605"
"Old Lyme","0901157040",2011,"","P.O. Box 160","","Old Lyme","06371","(860) 434-1605"
"Old Saybrook","0900757320",1996,"","302 Main Street","","Old Saybrook","06475","(860) 395-3123"
"Old Saybrook","0900757320",1999,"","302 Main Street","","Old Saybrook","06475","(860) 395-3123"
"Old Saybrook","0900757320",2002,"","302 Main Street","","Old Saybrook","06475","(860) 395-3123"
"Old Saybrook","0900757320",2006,"","302 Main Street","","Old Saybrook","06475","(860) 395-3123"
"Old Saybrook","0900757320",2011,"","302 Main Street","","Old Saybrook","06475","(860) 395-3123"
"Orange","0900957600",1996,"Town Hall","617 Orange Center Road","","Orange","06477","(203) 891-2122 "
"Orange","0900957600",1999,"Town Hall","617 Orange Center Road","","Orange","06477","(203) 891-2122 "
"Orange","0900957600",2002,"Town Hall","617 Orange Center Road","","Orange","06477","(203) 891-2122 "
"Orange","0900957600",2006,"Town Hall","617 Orange Center Road","","Orange","06477","(203) 891-2122 "
"Orange","0900957600",2011,"Town Hall","617 Orange Center Road","","Orange","06477","(203) 891-2122 "
"Oxford","0900958300",1996,"Town Hall","486 Oxford Road","","Oxford","06478","(203) 888-2543"
"Oxford","0900958300",1999,"Town Hall","486 Oxford Road","","Oxford","06478","(203) 888-2543 "
"Oxford","0900958300",2002,"Town Hall","486 Oxford Road","","Oxford","06478","(203) 888-2543 "
"Oxford","0900958300",2006,"Town Hall","486 Oxford Road","","Oxford","06478","(203) 888-2543 "
"Oxford","0900958300",2011,"Town Hall","486 Oxford Road","","Oxford","06478","(203) 888-2543 "
"Plainfield","0901559980",1996,"","8 Community Avenue","","Plainfield","06374","(860) 564-4071"
"Plainfield","0901559980",1999,"","8 Community Avenue","","Plainfield","06374","(860) 564-4071"
"Plainfield","0901559980",2002,"","8 Community Avenue","","Plainfield","06374","(860) 564-4071"
"Plainfield","0901559980",2006,"","8 Community Avenue","","Plainfield","06374","(860) 564-4071"
"Plainfield","0901559980",2011,"","8 Community Avenue","","Plainfield","06374","(860) 564-4071"
"Plainville","0900360120",1996,"","1 Central Square","","Plainville","06062","(860) 793-0221"
"Plainville","0900360120",1999,"","1 Central Square","","Plainville","06062","(860) 793-0221"
"Plainville","0900360120",2002,"","1 Central Square","","Plainville","06062","(860) 793-0221"
"Plainville","0900360120",2006,"","1 Central Square","","Plainville","06062","(860) 793-0221"
"Plainville","0900360120",2011,"","1 Central Square","","Plainville","06062","(860) 793-0221"
"Plymouth","0900560750",1996,"","80 Main Street","","Terryville","06786","(860) 585-4002"
"Plymouth","0900560750",1999,"","80 Main Street","","Terryville","06786","(860) 585-4002"
"Plymouth","0900560750",2002,"","80 Main Street","","Terryville","06786","(860) 585-4002"
"Plymouth","0900560750",2006,"","80 Main Street","","Terryville","06786","(860) 585-4002"
"Plymouth","0900560750",2011,"","80 Main Street","","Terryville","06786","(860) 585-4002"
"Pomfret","0901561030",1996,"","5 Haven Road","","Pomfret Center","06259","(860) 974-0343"
"Pomfret","0901561030",1999,"","5 Haven Road","","Pomfret Center","06259","(860) 974-0343"
"Pomfret","0901561030",2002,"","5 Haven Road","","Pomfret Center","06259","(860) 974-0343"
"Pomfret","0901561030",2006,"","5 Haven Road","","Pomfret Center","06259","(860) 974-0343"
"Pomfret","0901561030",2011,"","5 Haven Road","","Pomfret Center","06259","(860) 974-0343"
"Portland","0900761800",1996,"","265 Main Street","","Portland","06480","(860) 342-6715"
"Portland","0900761800",1999,"","265 Main Street","","Portland","06480","(860) 342-6715"
"Portland","0900761800",2002,"","265 Main Street","","Portland","06480","(860) 342-6715"
"Portland","0900761800",2006,"","33 East Main Street","","Portland","06480","(860) 342-6715"
"Portland","0900761800",2011,"","33 East Main Street","","Portland","06480","(860) 342-6715"
"Preston","0901162150",1996,"","389 Route 2","","Preston","06365","(860) 887-5581"
"Preston","0901162150",1999,"","389 Route 2","","Preston","06365","(860) 887-5581"
"Preston","0901162150",2002,"","389 Route 2","","Preston","06365","(860) 887-5581"
"Preston","0901162150",2006,"","389 Route 2","","Preston","06365","(860) 887-5581"
"Preston","0901162150",2011,"","389 Route 2","","Preston","06365","(860) 887-5581"
"Prospect","0900962290",1996,"","36 Center Street","","Prospect","06712","(203) 758-4461"
"Prospect","0900962290",1999,"","36 Center Street","","Prospect","06712","(203) 758-4461"
"Prospect","0900962290",2002,"","36 Center Street","","Prospect","06712","(203) 758-4461"
"Prospect","0900962290",2006,"","36 Center Street","","Prospect","06712","(203) 758-4461"
"Prospect","0900962290",2011,"","36 Center Street","","Prospect","06712","(203) 758-4461"
"Putnam","0901562710",1996,"","126 Church Street","","Putnam","06260","(860) 963-6800"
"Putnam","0901562710",1999,"","126 Church Street","","Putnam","06260","(860) 963-6800"
"Putnam","0901562710",2002,"","126 Church Street","","Putnam","06260","(860) 963-6800"
"Putnam","0901562710",2006,"","126 Church Street","","Putnam","06260","(860) 963-6800"
"Putnam","0901562710",2011,"","126 Church Street","","Putnam","06260","(860) 963-6800"
"Redding","0900163480",1996,"","Town Office Building P.O. Box  28","","Redding","06875","(203) 938-2002"
"Redding","0900163480",1999,"","Town Office Building P.O. Box  28","","Redding","06875","(203) 938-2002"
"Redding","0900163480",2002,"","Town Office Building P.O. Box  28","","Redding","06875","(203) 938-2002"
"Redding","0900163480",2006,"","Town Office Building P.O. Box  28","","Redding","06875","(203) 938-2002"
"Redding","0900163480",2011,"","Town Office Building P.O. Box  28","","Redding","06875","(203) 938-2002"
"Ridgefield","0900163970",1996,"","400 Main Street","","Ridgefield","06877","(203) 431-2700"
"Ridgefield","0900163970",1999,"","400 Main Street","","Ridgefield","06877","(203) 431-2700"
"Ridgefield","0900163970",2002,"","400 Main Street","","Ridgefield","06877","(203) 431-2700"
"Ridgefield","0900163970",2006,"","400 Main Street","","Ridgefield","06877","(203) 431-2700"
"Ridgefield","0900163970",2011,"","400 Main Street","","Ridgefield","06877","(203) 431-2700"
"Rocky Hill","0900365370",1996,"","P.O. Box 657","","Rocky Hill","06067","(860) 258-2705"
"Rocky Hill","0900365370",1999,"","P.O. Box 657","","Rocky Hill","06067","(860) 258-2705"
"Rocky Hill","0900365370",2002,"","P.O. Box 657","","Rocky Hill","06067","(860) 258-2705"
"Rocky Hill","0900365370",2006,"","P.O. Box 657","","Rocky Hill","06067","(860) 258-2705"
"Rocky Hill","0900365370",2011,"","P.O. Box 657","","Rocky Hill","06067","(860) 258-2705"
"Roxbury","0900565930",1996,"","P.O. Box 203","","Roxbury","06783","(860) 354-9938"
"Roxbury","0900565930",1999,"","P.O. Box 203","","Roxbury","06783","(860) 354-9938"
"Roxbury","0900565930",2002,"","P.O. Box 203","","Roxbury","06783","(860) 354-9938"
"Roxbury","0900565930",2006,"","P.O. Box 203","","Roxbury","06783","(860) 354-9938"
"Roxbury","0900565930",2011,"","P.O. Box 203","","Roxbury","06783","(860) 354-9938"
"Salem","0901166210",1996,"","270 Hartford Road","","Salem","06420","(860) 859-3873"
"Salem","0901166210",1999,"","270 Hartford Road","","Salem","06420","(860) 859-3873"
"Salem","0901166210",2002,"","270 Hartford Road","","Salem","06420","(860) 859-3873"
"Salem","0901166210",2006,"","270 Hartford Road","","Salem","06420","(860) 859-3873"
"Salem","0901166210",2011,"","270 Hartford Road","","Salem","06420","(860) 859-3873"
"Salisbury","0900566420",1996,"","27 Main Street","","Salisbury","06068","(860) 435-5170"
"Salisbury","0900566420",1999,"","27 Main Street","","Salisbury","06068","(860) 435-5170"
